rank,channel_id,channel_name,channel_url,subscribers,video_count,total_views,description,published_at,country,custom_url,default_language,thumbnail_url,topic_categories,privacy_status,is_linked,made_for_kids,channel_keywords,uploads_playlist_id,instagram_url,x_url,tiktok_url
11,UC9mxzGn_II91_fXV_mQ7klQ,なるねぇ【笑けるダイエット】,https://youtube.com/@@naru.enjoy_diet,2520000,418,852147075,"✨今日よりカワイイ明日の自分✨

人と比べない。目指すは自分史上最高の私。

今までのダイエットの常識を覆す為にyoutubeに参上しました
「笑って楽しい×痩せる」
もう辛いとは言わせない。

Feeling Prettier than ever before.
〜自分史上最高の私〜

【お仕事の依頼はこちらからお願いします！】
cheer.ups.info@gmail.com


",2020-09-03T09:00:16.707853Z,JP,@naru.enjoy_diet,ja,https://yt3.ggpht.com/-pYZtw5aZl9ripAmnCTAujngiQa0uKLzwa0vdQ1kipYD4p2ommK2TehWmT0AHd2ZFfhp5ZActQU=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology)",public,True,False,,UU9mxzGn_II91_fXV_mQ7klQ,,,
12,UC78zfX-wGho3o6MrrnzLzMw,すしらーめん《にく》←2nd,https://youtube.com/@@sushiramen2,2450000,387,589326874,"
どうもスシーブン・スシルバーグ 監督です！

「マウンテンソーセージ」か「すしらーめん」の２択でチャンネル名に悩み、「すしらーめん」にしといて本当に良かったと考えさせられる今日この頃。

今、後10分で閉め出しを食らう学校の図書館と言う「ギリギリに追い詰められた状況」に会えて身を置いてこちらを記入させて頂いております。


説明いたしますと、こちらは すしらーめん《りく》の２ndチャンネル。すしらーめん《にく》になります！
「マジでどっちがどっちか分からない」「非常に紛らわしくて誠に遺憾」「よく見ると偽物的なやつみたいで草」とのご意見をたくさん頂きましたが、
このチャンネルには”一切無効”。　完全にノーダメージです。

「なんでだよ！」水溜りボンドのカンタ君の誠悦なツッコミが聞こえて来ている気がしますが、皆さん聞こえてないフリをするように心がけましょう。


このチャンネルは、『メインチャンネルと真逆の方針をする』ことに意味があると思っています。
例えば…
①「量より質」→「質より量」
②「人物よりコンテンツ」→「コンテンツより人物」
③「たくさん考えて製作」→「全く考えない適当で製作」

と言った感じであります。


大きな理由としては、
メインチャンネルが第一にあるので、メインチャンネルで「より面白いコンテンツ」を作るには、
メインチャンネルでできないことを経験したり、実験して確かめたり、自分の意見に確信を持つためにも、
ここ　すしらーめん《にく》が、逆のことを実験としてどんどんできる場でありたいな。と思ったからです。


分からないことがあれば全然Twitterとかで聞いてね。

それでは皆さん、警備員さんが物凄い早歩きでこちらにやって来ているのでご機嫌よう。さよオナラ！！",2015-05-21T12:09:10Z,,@sushiramen2,ja,https://yt3.ggpht.com/U3YUOYJNZ3fIfz2wQNLNje6Ps-OUSxCkm8aj8cJEjasEFQmPlkoccy2Tj5KuYjB7FdB3Oy_xAg=s800-c-k-c0x00ffffff-no-rj,"Entertainment, Lifestyle (sociology), Pet",public,True,False,すしらーめん,UU78zfX-wGho3o6MrrnzLzMw,,,
13,UCl4e200EZm7NXq_iaYSXfeg,ぷろたん日記,https://youtube.com/@@protein1214,2110000,2557,1544705909,"筋肉と人を笑顔にすのるが大好き！今年で２６歳の""protein""と申します！！
人生一度きり！ただ平凡に過ごすのが勿体無いと思った俺は、ネット上に""女装""という姿で顔を晒し、裸を晒し、ありとあらゆる事に挑戦していきました。
結果・・・・友達を失い、休日は、動画編集や日々面白い事を考える日々になりました。
「でも、それで良いんです！！」そんな自分が好き！動画を通じて人の助けや笑顔をつくりたい。
これからも貫き通します！！
このチャンネルは、おバカな大人が人生の柵や常識に囚われず、必死に自分の人生を変え、切り開いていく事を記した日記なのである。

ぜひ、面白い事やくだらない事、経験できない事を積極的に挑戦していきたいので協力して頂ける方、企業様も含め宜しくお願い致します！！
twitter→https://twitter.com/protein1214
メール→purotan1214@gmail.com

",2013-08-24T13:11:57Z,JP,@protein1214,ja,https://yt3.ggpht.com/ytc/AIdro_lybnzlnZHTEszD1xyZ_cAWoFkXnaVbkyUCSy1yvQLBoec=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Food",public,True,False,,UUl4e200EZm7NXq_iaYSXfeg,,https://twitter.com/protein1214,
14,UCP6aw2-Afafmm0cPZ7pmYyQ,のがちゃんねる/nogachannel,https://youtube.com/@@noga,1670000,656,441309437,8ヶ月で-10kg痩せたダイエット経験をもとに、短時間で効果が出るトレーニングやストレッチを紹介しています。効果がわかるから続く！全米ヨガアライアンスRYT200保持。,2018-12-31T05:50:14Z,JP,@noga,ja,https://yt3.ggpht.com/ytc/AIdro_ns1zJ9NJWbGt6lXk3HAGb-F469iE-TdRRHdBcohzcHsvs=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology)",public,True,False,ダイエット 筋トレ ワークアウト 有酸素 全身筋トレ 腹筋 脂肪燃焼,UUP6aw2-Afafmm0cPZ7pmYyQ,,,
15,UC-a9wiNTKiLIRLTyIRdNbMg,オガトレ,https://youtube.com/@@ogatore,1650000,585,388586002,"体が硬くて困っている人をこの世から無くしたい！
国内最大のストレッチチャンネル。

自己紹介▽
理学療法士。株式会社OGATORE 代表取締役。
宮城県気仙沼市生まれ。理学療法士として急性期病院にて、脳外科、整形外科、呼吸器、がん、スポーツ外来のリハビリに従事。その傍らトレーナーとしてインターハイや国民体育大会へ同行した。現在はYouTuberとして 「体が硬くて困っている人をゼロにしたい」を信念に動画を配信している。チャンネル登録者数は開始後4年で140万人を突破し、今も日々伸び続けている。

お仕事依頼は問い合わせフォームからお願いします。
→forms.gle/cCzkk52iTtop2Lpu5
オガトレ公式サイト
→https://ogatore.net

KESENNUMA GOOD GOODS 公式ショップ
→ https://kesennumagoodgoods.jp
KESENNUMA GOOD GOODS amazon ショップ
→ https://amzn.to/4nAf0Ts
",2015-06-30T17:27:12Z,JP,@ogatore,ja,https://yt3.ggpht.com/f3FVGox3Y6dAYSu5AGhQbe6yIsBeG50C8Fyry41O1h946zD_DIWzqfNeSuRjFLyj0idUrBMw0g=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Lifestyle (sociology), Health",public,True,False,ストレッチ 理学療法士 オガトレ,UU-a9wiNTKiLIRLTyIRdNbMg,,,
16,UCmxeLqj6FAVVQbJ_k9uE8Hw,Momomi,https://youtube.com/@@momomi,1540000,172,399107754,,2019-07-03T02:35:22Z,JP,@momomi,,https://yt3.ggpht.com/ytc/AIdro_m3MO53EwsRAaPJOBpYq6S1F-io_QmKJPSqaiR085SfMLo=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Food, Lifestyle (sociology), Health",public,True,False,MomoFit トレーニング ダイエット homeworkout vlog whatieat 食事 ヘルシーレシピ,UUmxeLqj6FAVVQbJ_k9uE8Hw,,,
17,UC_226ocwA3qmdpY2umXy9bA,コスメヲタちゃんねるサラ,https://youtube.com/@@cosmewotasara,1500000,2140,2280224388,"コスメヲタです。
よろしくおねがいします！

ポーチのリンクはこちら！↓
コスメヲタちゃんねるサラが本気で作った! 進化版持ち運べるドレッサーポーチBOOK 
https://amzn.asia/d/bNZLkAj

【VAZ所属】

サラ
twitter @saraparin
Instagram @sara_parin 
TikTok @saraparin

ダイスケ(夫)
★twitter 
https://twitter.com/daisuke_coswota
★Instagram 
https://instagram.com/daisuke_coswota


↓ファンレター、プレゼントの宛先
株式会社VAZ
〒104-0061
東京都中央区銀座4丁目2番15号
塚本素山ビル2階
コスメヲタちゃんねる サラ宛
",2015-05-02T21:00:27Z,JP,@cosmewotasara,,https://yt3.ggpht.com/hS2mIobWGYQ6keFfYtYBACjuVHId7MqRk8hZ9bk4c-lPnP6VOBsv95MaCLCmiasyR9tjFRVzwg=s800-c-k-c0x00ffffff-no-rj,Lifestyle (sociology),public,True,False,コスメ メイク コスメヲタ レビュー 商品紹介 比較 ランキング アットコスメ 微妙 失敗 GRL キャンメイク セザンヌ プチプラ デパコス ルックブック,UU_226ocwA3qmdpY2umXy9bA,https://instagram.com/daisuke_coswota,https://twitter.com/daisuke_coswota,
18,UCSZZl1jaQ3Z3Or2yzohWKoA,トレぴな【脱ムチコ】,https://youtube.com/@@トレぴな脱ムチコ,1430000,488,451308304,"人生の主役を自分に変えるダイエット‼︎✨

いつも病んで挫折。
何しても痩せなかった女が↓
【宅トレのみ−9kgダイエット成功】

楽しいのになぜか痩せるダイエットを発信🏋️🔥

✅健康的に痩せる食事の方法
✅根暗がポジティブに変わったマインド
✅ムダなく最速最短で変わる運動を発信！

〜明日やろうはやらんやろう〜

「ダメな自分」を変えるんじゃない
「もっと良さを引き出す」ダイエット🔥
一緒に頑張ろう‼︎✨

【企業様】
✉️お仕事依頼はこちらからお願いします。
➡︎torepina-1717@yahoo.co.jp 


【資格】
⚫︎トレぴな
・NSCA認定パーソナルトレーナー資格取得
・ストレッチコンディショナー資格取得

⚫︎トレぴな弟（ストレッチ担当）
・現役理学療法士（国家資格）

【経歴】
⚫︎YouTube Brandcast2025 フィットネス登壇

⚫︎雑誌『nicola（ニコラ）』
YouTubeトレーニング動画掲載

⚫︎TBS『マツコの知らない世界』
YouTubeサムネイル紹介（2月27日放送）

⚫︎全国ロフト主催
「ウェルネス＆ビューティ 2024」イベント登壇。

⚫︎雑誌『美人百花 4月号』YouTube動画掲載

⚫︎YouTube creator collective2025参加




",2021-03-15T10:50:59.811085Z,JP,@トレぴな脱ムチコ,,https://yt3.ggpht.com/_pKOZp5OeJaRoHtyUR3kKdshNj_fsHqPW8Q-zskQSBpeOvMdfKsAlozth1sUJvQ5QeDgfRtv0A=s800-c-k-c0x00ffffff-no-rj,"Fashion, Lifestyle (sociology), Physical fitness, Food",public,True,False,,UUSZZl1jaQ3Z3Or2yzohWKoA,,,
19,UCbqtn4vldMg5HjKims7MWfw,KAI Channel / 朝倉海,https://youtube.com/@@kaichannelmain,1400000,714,736220637,"メインチャンネルです。
ぜひ楽しんで行ってください。

#朝倉海",2019-06-13T15:34:30Z,JP,@kaichannelmain,,https://yt3.ggpht.com/ytc/AIdro_kbwVYUVr4hQ__quK-fnA2FyKAhIwN6V4DyerZ3FYdBkg=s800-c-k-c0x00ffffff-no-rj,"Mixed martial arts, Lifestyle (sociology), Sport",public,True,False,朝倉海 asakurakai 朝倉未来 asaskuramikuru KAIChannel かいちゃんねる,UUbqtn4vldMg5HjKims7MWfw,,,
20,UC0eTlO_yZOPTSnSd5M6FCxA,オムライス兄さん Omurice Boy🇯🇵,https://youtube.com/@@omuriceboy0621,1180000,601,1987698767,"2021年7月からオムライスを作り始めました！
元祖オムライス系YouTuber
オムライス兄さんです！

毎日いろんなオムライスを作っています🐣
チャンネル登録してくれると嬉しいです🐥✨
",2021-05-30T05:41:06.535209Z,JP,@omuriceboy0621,,https://yt3.ggpht.com/mafKonEAqU1PGUw-aVWXtyDa9OnV8hksWrDwcGNyf9vdHjO1umHp7BwKO8WiTz78vNvCDHa84Q=s800-c-k-c0x00ffffff-no-rj,"Food, Lifestyle (sociology), Entertainment",public,True,False,,UU0eTlO_yZOPTSnSd5M6FCxA,,,
21,UCuhPVNbY5AATKsU5RSEhbCQ,山澤 礼明【筋肉チャンネル】,https://youtube.com/@@yamasawa,1100000,1305,666221402,,2013-04-26T09:44:18Z,JP,@yamasawa,,https://yt3.ggpht.com/ytc/AIdro_k1P99jDwB6oXTHOrDoAwN9QNqp2bKwqLJC10HMegCaiBY=s800-c-k-c0x00ffffff-no-rj,"Food, Physical fitness, Lifestyle (sociology), Health",public,True,False,筋トレ ダイエット 筋トレ法 トレーニング 減量 減量食事 減量法 自重トレ ストレッチ 胸トレ 背中トレ 肩トレ 腕トレ 鍛え方 筋トレ フィジーク ジム,UUuhPVNbY5AATKsU5RSEhbCQ,,,
22,UCGvRIuZH1C6_-p3qsNR2I-g,片倉岳人/ダイエットの知恵袋,https://youtube.com/@@gakutoktkr,979000,2062,998082072,"喋るキウイ

BitStar所属
プレゼント・ファンレターはこちら
〒150-0002
東京都渋谷区渋谷2-22-3渋谷東口ビル10階
株式会社BitStar 片倉岳人 宛
※下記の注意事項を必ずご確認の上発送お願いいたします。
https://bit.ly/2TEtshb

お仕事のご依頼はこちらにお願い致します↓
https://bitstar.tokyo/contacts/@gakutoktkr
",2019-04-01T04:42:47Z,JP,@gakutoktkr,,https://yt3.ggpht.com/Z8XzjoKRGlixsXvjZDAQ3KDellkMsET_z5QdJnhHSve5-4GIxlkNUlGB7_-2hJM_RZxro_f5I9Q=s800-c-k-c0x00ffffff-no-rj,Lifestyle (sociology),public,True,False,ダイエット フィットネス 筋トレ パーソナルトレーニング パーソナルトレーナー 運動 ダイエットの知恵袋 ダイエットルーティン vlog ライフスタイル 坊主 はげ ハゲ,UUGvRIuZH1C6_-p3qsNR2I-g,,,
23,UC7WWaOF8NL-h_9b-KPiBFRg,しくじり先生 俺みたいになるな!!【公式】,https://youtube.com/@@shikujirisensei,976000,1672,1866396343,"テレビ朝日「しくじり先生」のYouTube公式チャンネルです。
「しくじり先生」の見どころや、ネットだけの撮り下ろし企画動画などを随時公開していきます！",2015-02-23T07:29:22Z,JP,@shikujirisensei,,https://yt3.ggpht.com/ytc/AIdro_mvOg8gdY02ALR_A_gflnl-V79f9u7jLURSidhq4jq5Nd0=s800-c-k-c0x00ffffff-no-rj,"Film, Entertainment, Television program",public,True,False,,UU7WWaOF8NL-h_9b-KPiBFRg,,,
24,UCiZdDdpVIOFCGTdNoIQkAZg,マイコちゃん[MAIKO],https://youtube.com/@@maiko6764,953000,963,1042929125,"こんにちは、マイコちゃんです。

お仕事のご依頼はこちらにお願い致します↓
https://bitstar.tokyo/contacts/@maiko6764
問い合わせルール：https://bit.ly/2GZo5Xh

ファンレター・プレゼントの送り先はこちら↓
〒150-0002
東京都渋谷区渋谷2-22-3渋谷東口ビル10階
株式会社BitStar  マイコちゃん[MAIKO]宛
※下記の注意事項を必ずご確認の上発送お願いいたします。
https://bit.ly/2TEtshb
",2021-01-27T12:03:44.583554Z,JP,@maiko6764,,https://yt3.ggpht.com/2NbwxBsFzA19oSKYf7EF4X44Z9wSXubqfgODoyaqthu9wIhvQq29BO3O1gJZyneApEwNxQsnZg=s800-c-k-c0x00ffffff-no-rj,Lifestyle (sociology),public,True,False,,UUiZdDdpVIOFCGTdNoIQkAZg,,,
