rank,channel_id,channel_name,channel_url,subscribers,video_count,total_views,description,published_at,country,custom_url,default_language,thumbnail_url,topic_categories,privacy_status,is_linked,made_for_kids,channel_keywords,uploads_playlist_id,instagram_url,x_url,tiktok_url
11,UCV0DgB-z-6UfKZ4-eZolNjg,Terrace Panpans,https://youtube.com/@@terracepanpans,236000,744,113561136,"YouTubeの喫煙所へようこそ。
愛媛産のテラスパンパンスです。
【テラパン】で覚えてください。

＜メンバー＞
・兄貴
・辰彦
・jun

＜サブメンバー＞
・こーだい
・上皇
・柴田

の6人で活動中。

サブチャンネル「テラパンのアジト」と
音楽活動をしている「201crew」もよろしく。",2011-12-21T12:18:57Z,JP,@terracepanpans,,https://yt3.ggpht.com/ytc/AIdro_kfO5l4Ia5avnKrcS2wDE2OSWslSVbLCXquHSxfphLAeDg=s800-c-k-c0x00ffffff-no-rj,Entertainment,public,True,False,テラスパンパンス、テラパン、愛媛、松山、てらぱん、身長,UUV0DgB-z-6UfKZ4-eZolNjg,,,
12,UCTj4HCD5jWGMNUJhv1RIweQ,がん情報チャンネル・外科医 佐藤のりひろ,https://youtube.com/@@norihiro_sato,220000,768,60025399,"外科医・がん専門医「佐藤典宏（さとう のりひろ）」のYouTubeチャンネル
「がん」の予防・診断・治療・セルフケアについて、幅広く発信します。

【佐藤 典宏 公式ウェブサイト】https://satonorihiro.xyz

ご質問、個別のご相談がある方は、がん相談サロンへ
【がん相談サロン】https://yoor.jp/door/norihirosato

仕事のご依頼 ⇒  https://satonorihiro.xyz/page-535/
講演のご依頼 ⇒  https://www.speakers.jp/speaker/sato-norihiro/

【おもな著書】
『がんにも勝てる長生き筋トレ』8月22日発売 https://amzn.to/3U8syss
『がんにも勝てる長生き腸活スープ』https://amzn.to/4k3orJ0
『がんにも勝てる長生き常備菜』https://amzn.to/3CALIBZ
『がんにも勝てる長生きスープ』https://amzn.to/3CF4loo
『がん専門医が伝えたい がん患者が自分らしく生きるためのセルフケア大全』https://amzn.to/4d7XXnP
『専門医がやっている「がん」にならない50の習慣』https://amzn.to/4j902BZ
『がんにならない食育大全~子どもの未来は食事で決まる』https://amzn.to/4juYuTh　

【注意】
このチャンネルは私の個人的な見解で、所属する団体の公式見解ではありません。できるだけエビデンス（科学的根拠）に基づいた信頼できる内容を心がけていますが、すべてが正しい医療情報とは限りません。また、がんや医療に対する考え方は人それぞれですので、参考になる部分は取り入れていただき、自分には合わない（あるいは違和感のある）ものは無視していただければ幸いです。
",2020-05-02T05:45:08.232194Z,JP,@norihiro_sato,,https://yt3.ggpht.com/oPMjm3g3m8RC3BEV_5TVEAzyr8zo9PzyS6NY9O5Uk1BDP4zm1jYRy2k1QYEhFGchJnYYh5zTsQ=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology)",public,True,False,,UUTj4HCD5jWGMNUJhv1RIweQ,,,
13,UCUu1RXivcsExBBDeD7vy3cg,YASU道,https://youtube.com/@@yasu5003,167000,1576,373097248,"武道・格闘技について解説。また、武道を通して人体の効率的な使い方を説明。武道をしている方のみならず、スポーツをしている方、仕事で力を使う方、女性等々、様々な場面で参考になると思うので、是非ご覧ください。

空手と合気道の道場で指導をしているので、ご興味がある方は下記のメールアドレスやインスタグラムのDMからご連絡ください。

コラボのご依頼、お仕事のご依頼も合わせてよろしくお願いします。

【期間限定】
YASU道オリジナルTシャツとパーカーはこちらから↓
https://yasudo.base.shop/

メールアドレス↓
isoku0059@gmail.com

インスタグラム↓
https://www.instagram.com/karatedojo_1992?igsh=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr

日本武道学舎本部↓
https://nihonbudogakusya.com
",2018-10-27T02:18:01Z,JP,@yasu5003,ja,https://yt3.ggpht.com/BnLBkgybCP0p3TLrHsu9T4vmdiuCbwjHCzPeR9y3MpLN0CWKFCiHr-C1NlbcQjNmXOLBNSWSIZw=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Sport, Entertainment",public,True,False,"武道 武術 格闘技 格闘 キックボクシング ボクシング 達人 神業 空手 合気道 柔道 マイクタイソン ボブサップ ピーターアーツ 少林寺拳法 中国拳法 八極拳 プロレス 大山倍達 山田辰雄 中村日出夫 倉本成春 角田信朗 中村誠 植芝盛平 塩田剛三 武田惣角 武田時宗 木村政彦 三船十蔵 澤井健一 タイガーマスク アントニオ猪木 ジャイアント馬場 ""martial arts"" マーシャルアーツ 組手 スパーリング",UUUu1RXivcsExBBDeD7vy3cg,https://www.instagram.com/karatedojo_1992,,
14,UCiYhjjtrd-G6uHA9CbaJ-DA,パワーチューブ,https://youtube.com/@@パワーチューブ,164000,2368,203604051,"NAOTO,ウッシー,ウッディ上田の3人で
パワーリフティングを広めていきます！

初心者向けの動画なども出して行くのでよろしくお願いします！",2020-02-17T09:22:35.17323Z,JP,@パワーチューブ,,https://yt3.ggpht.com/ytc/AIdro_maAjnHeq0ryHZtAtJfAihvwDg89zhRhlraGIxgpGHJ3g=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,"トレーニング 筋トレ パワーリフティング BIG3 ベンチプレス スクワット デッドリフト 補助種目 フォーム解説 ベンチプレス　フォーム スクワット　フォーム デッドリフト　フォーム JCP ""パワーリフティング 大会"" 全日本パワーリフティング選手権大会 パワーチューブ ウッシー うっしー 高校野球 アメフト",UUiYhjjtrd-G6uHA9CbaJ-DA,,,
15,UClBys-oKzEWQYHuBiyzGC2w,冗談一分,https://youtube.com/@@jo-dan.1min,151000,358,80668481,"当チャンネルでは毎日12時、17時、20時を目安に投稿しています。
みんなの毎日を彩る面白すぎる動画をたくさん投稿していくやで🤝

2ch面白スレ,5chなどの情報を基に作成しております。

【チャンネル内のコンテンツの著作権について】
チャンネル内では画像、動画の引用をさせていただいております。
チャンネル内における動画にて使用、掲載している画像や動画などの著作権・肖像権等は各権利元に帰属致します。
動画の内容については、各権利所有者様や第三者に不利益のないよう、細心の注意を払って制作しておりますが、
万が一動画の内容に問題がある場合、ご連絡を頂けましたら幸いです。
※当チャンネルは5chの使用許可申請済みです。

VOICEVOX:青山龍星
VOICEVOX Nemo
VOICEVOX:麒ヶ島宗麟

YouTubeのコメント欄にて動画のネタや観たい動画等を募集していますのでコメントどしどし送ってください！

X（Twitter）：https://x.com/jo_dan_1min
TIKTOK：https://www.tiktok.com/@jodan.1min


#2ch #面白い話 #ブラックジョーク
",2024-01-14T07:30:53.117288Z,JP,@jo-dan.1min,,https://yt3.ggpht.com/DvkjaKLm8cVzcjgK4E6UXphSKaN1sklUKsV8lr-I5IXB7b0QIJScPxaKjGCj6QTbB1XdKS_0sqM=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Food",public,True,False,笑える話 すべらない話 面白い話 アメリカンジョーク ブラックジョーク 2ch 5ch,UUlBys-oKzEWQYHuBiyzGC2w,,https://x.com/jo_dan_1min,https://www.tiktok.com/@jodan.1min
16,UCUxgdP02xhhCv4xaKiloThw,パーカーフィットネス【Science Basedトレーナー】,https://youtube.com/@@parkerfitnessworkout,127000,433,37896413,"【科学でカラダを変えるをモットーにした大人気トレーナー】

努力しているつもりだけど筋肉がつかない人、
脂肪が落ちない人、もしかしたらやり方が間違っているかもしれません。
正しい方法でトレーニングすれば成果が全く違うものになることを断言します。

このチャンネルでは主に科学的な研究や論文を基にトレーニング方法やダイエット方法を紹介します。
チャンネル登録よろしくお願いします！",2020-03-30T12:29:03.396235Z,JP,@parkerfitnessworkout,,https://yt3.ggpht.com/xOm89nh1pAZ3767ej7sSsfbXSDbEgBkIBh46J_l457VYIYWntTlFUphx5XOPBWg4BrTeU6YM=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Health, Physical fitness",public,True,False,筋トレ 科学的 論文 筋トレメニュー おすすめ やり方 仕方 方法,UUUxgdP02xhhCv4xaKiloThw,,,
17,UCg-YeVzKWiA6Zlpm36-G04A,新・バズーカ岡田チャンネル【岡田隆】,https://youtube.com/@@bazooka_okada,124000,1358,40493155,"【公式LINE友達追加で豪華特典を無料プレゼント中💪】
🎁豪華特典を受け取る→https://s.lmes.jp/landing-qr/1657604837-Ox39nBNE?uLand=R5U01z

💪豪華特典はこちら💪
🎁「BAZOOKA WPH」が初回50％offで購入できる！
🎁「公式LINE限定動画全5本」
🎁「除脂肪メソッド便利シート」
🎁「各種食品のGI値シート」

今後LINE配信でしか見られない案内や、裏側を配信予定なので、
ぜひ、フォローしておいてください💪
フォローできない場合は『@189ekkko』でID検索してみてください！""@""を忘れずに！

⚫EAAとWPIのいいとこ取り！「バズーカホエイペプチド（WPH）」
⚫高性能高品質！「バズーカプロテイン（WPC）」
↓
バズーカニュートリション公式ECサイトにて
https://bazooka-store.com/

■お仕事の依頼はこちらから
bazooka.okada@gmail.com

バズーカ岡田の『新』公式YouTubeチャンネル！

この新チャンネルでは身体づくりに関する事はもちろん、私が日々感じていること、ニュースや記事の解説など、気軽に発信していきたいと思っています。
＊動画に登場する運動、栄養、休養、コンディショニング、逸話、考察などは科学的根拠の確立に至っていないものもや、危険なものもあります。ご注意ください。

プロフィール
日本体育大学　教授
博士（体育科学）
理学療法士
東京大学大学院　総合文化研究科　博士課程　単位取得退学
文部科学省　スポーツ功労者顕彰（5回）など　受賞歴多数
元柔道全日本男子チーム体力強化部門長（2016リオ、2021東京五輪）
2023年　WNBFボディビル世界選手権　プロマスターズ部門　優勝
TV地上波など、メディア出演多数（ホンマでっか！？TV、ガリベンガーVなど）
",2023-02-22T07:50:28.146424Z,JP,@bazooka_okada,,https://yt3.ggpht.com/V44itrsqK45slNzeF8j05uBOyN7iFbuYlHwoj8ZNV4T22cExN7Ft9Qwm5GupU3lwAE0zJ-FQ=s800-c-k-c0x00ffffff-no-rj,"Lifestyle (sociology), Physical fitness, Health",public,True,False,"バズーカ岡田 岡田隆 筋トレ 減量 筋肉 ""筋肉 食事"" ダイエット ""ダイエット 食事"" UCg-YeVzKWiA6Zlpm36-G04A bazooka_okada ボディビル ""栄養 食事"" ""栄養 勉強""",UUg-YeVzKWiA6Zlpm36-G04A,,,
18,UCxfm0RpVMuXrMFMjE1XQCVw,リアルバキKYOの筋トレLife,https://youtube.com/@@realbakikyo,124000,2543,79621205,"リアルバキKYOこと中川恭兵です。

⬇︎僕が使っているアルプロン製品を10%OFFで購入できます。

https://onl.la/86indUM

⬇︎マイプロテインの割引リンク

https://prf.hn/l/gAB89Dj

↓ED曲 ♪走る PEI
https://youtu.be/njJNs4ZzsO0

↓欲しい物リスト

https://www.amazon.jp/hz/wishlist/ls/1I5NR2A4FB6QR?ref_=wl_share


パーソナル、キックフィットネス、イベント出演などのご依頼は以下へ！


kyo.nakagawa0406@gmail.com


こちらもどうぞ！


中川恭兵WEB


http://k-nakagawa-web.jimdo.com


中川恭兵紹介最新VTR


https://m.youtube.com/watch?v=y6jmAh7Cy8g

中川恭兵インスタグラム

https://www.instagram.com/p/B1fG9eTB6pn/?igshid=n3juqxr9qyte

中川恭兵TikTok

https://www.tiktok.com/@real.baki.kyo?_t=8YF8Ms2EBE2&_r=1

宜しくお願い致します。

",2016-11-08T08:37:16Z,JP,@realbakikyo,ja,https://yt3.ggpht.com/KfHE1qj0Z-W_F3V5anLypCQP_srttsTb0Fgh0B8WOXBbPp_Io1wJRAvHkfHeX1Jp5nf88BZj5Q=s800-c-k-c0x00ffffff-no-rj,"Health, Lifestyle (sociology), Physical fitness",public,True,False,筋トレ　初心者　マニアック　パーソナルトレーニング　家トレ,UUxfm0RpVMuXrMFMjE1XQCVw,https://www.instagram.com/p/,,https://www.tiktok.com/@real.baki.kyo
19,UCuffYnnDD2G8-pOySNlgNkg,俺たち天才なんJ民【2chまとめ】,https://youtube.com/@@2chnanj,117000,796,77664347,"なんJ民たちによる愛らしい名作スレ、面白いスレをまとめてお届け！

◆よく利用させていただいているサイト
・いらすとや様（https://www.irasutoya.com/）

◆注意書き
・5ch.net の所有者である Loki Technology, Inc.様の使用許諾申請済（https://5ch.net/matome.html）です。
・動画の性質上、イラストを繰り返し使用しておりますが、その都度最適なものを選んで使用しています。
・動画で使用しているイラストは、フリー素材という性質上他チャンネルでも使用されていますが、再利用はしていません。
・5ch.net 様のスレッド内容を元に、より楽しめるよう改変し独自のコンテンツになるよう編集しております。
・AquesTalk様より使用ライセンス購入済みです。
",2023-02-08T06:21:56.018635Z,JP,@2chnanj,,https://yt3.ggpht.com/Mh99SdL2iN7by6uQkP5kLRl-PEGIQVCLrWBuBCPQWoXXN5mBcmZgc2PHCicghEWCzP7-Y77Oe8Q=s800-c-k-c0x00ffffff-no-rj,,public,True,False,2ch 2ちゃんねる 2ch面白いスレ なんJ民 ゆっくり解説,UUuffYnnDD2G8-pOySNlgNkg,,,
20,UC-Zrs1kNTReEUfKWnDO_X4g,【THE WORK OUT】北島達也 公式Youtubeチャンネル,https://youtube.com/@@kitajimatatsuya,112000,816,39713680,"●北島達也の直接指導申し込みはこちら
http://www.kitajimatatsuya.jp/campaign/
●BlackBeansCoffee北島達也の運営するcafe&bar        https://x.gd/ZkGL4
●全国300店舗以上のドン・キホーテで北島達也完全監修７sベストインワンプロテインが販売開始されました！
●北島達也デザイン・オリジナルウエア７sアパレル
下記のURLより購入が出来ます！
https://theworkout.fashionstore.jp/
●北島達也公式instagram▶️ 
https://www.instagram.com/theworkout_7s/
●北島達也tiktok 
まだあまり投稿してませんが今後こちらでLiveをやるかも？
https://www.tiktok.com/@tatsuyakitajima?_t=ZS-8vASXy4qRLb&_r=1
#筋トレ
#ワークアウト
#北島達也
#パーソナルトレーニング
#夜カフェ
#Venice beach
",2014-07-05T23:57:13Z,JP,@kitajimatatsuya,,https://yt3.ggpht.com/ytc/AIdro_kl-ZATq1uZnAc-5Zu7LKfqrusu-MClDKmAbB1ValeIqA=s800-c-k-c0x00ffffff-no-rj,"Physical fitness, Health, Lifestyle (sociology)",public,True,False,ボディビルダー 筋トレ ダイエット トレーニング ワークアウト プロテイン 筋トレ動画 神の7秒 北島達也 保坂和輝 ジェントル保坂 JUST7 正しい筋トレ 科学的トレーニング フィットネスの本質 ベンチプレス デッドリフト スクワット BIG3 筋肥大 筋肉がつかない 効かないトレーニング 筋トレ初心者 筋トレ停滞期,UU-Zrs1kNTReEUfKWnDO_X4g,https://www.instagram.com/theworkout_7s/,,https://www.tiktok.com/@tatsuyakitajima
